Cross,Population,Latitude,JulyMax,JulyMean,OctMin,OctMean,Maternal Fam,Paternal Fam,Sex,ContainerID,Temp,Wet Mass
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.1,24,0.01512
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.1,24,0.01497
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,24.2,24,0.01142
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.2,24,0.01676
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,24.1,24,0.01247
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,24.1,24,0.01059
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,24.1,24,0.011
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.1,24,0.01457
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.2,24,0.0172
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.2,24,0.01487
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.2,24,0.01619
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.2,24,0.01646
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,24.2,24,0.01627
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,20.1,20,0.01255
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,20.1,20,0.01096
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,20.1,20,0.01799
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,20.1,20,0.01311
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,20.2,20,0.0189
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,20.2,20,0.01422
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,20.2,20,0.01351
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,20.2,20,0.01748
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.1,16,0.01142
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.1,16,0.01105
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,20.2,20,0.00887
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,20.2,20,0.01457
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.1,16,0.01146
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.1,16,0.01175
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.2,16,0.00901
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.2,16,0.01663
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,16.2,16,0.01195
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,F,16.2,16,0.00922
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,10,M,16.2,16,0.011
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,15,M,24.1,24,0.01727
G20xG10,G,56.81,18.1,13.4,3.7,7.15,20,15,F,16.1,16,0.01152
G2xG16,G,56.81,18.1,13.4,3.7,7.15,20,16,M,20.1,20,0.01971
G2xG16,G,56.81,18.1,13.4,3.7,7.15,20,16,M,20.1,20,0.01997
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,11,F,20.2,20,0.00865
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,11,F,20.2,20,0.00938
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,24.1,24,0.01192
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,24.1,24,0.0154
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,20.1,20,0.01118
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,20.2,20,0.00759
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,24.2,24,0.01477
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,24.2,24,0.00898
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,20.2,20,0.01041
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,20.2,20,0.00996
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,20.2,20,0.01199
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,20.2,20,0.01155
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,20.2,20,0.00744
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,24.2,24,0.01554
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,16.2,16,0.014
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,M,16.1,16,0.01592
G2xG16,G,56.81,18.1,13.4,3.7,7.15,2,16,F,16.1,16,0.01327
G2xG16,G,56.81,18.1,13.4,3.7,7.15,5,16,M,16.1,16,0.023
G6xG17,G,56.81,18.1,13.4,3.7,7.15,2,17,M,16.2,16,0.01633
G6xG17,G,56.81,18.1,13.4,3.7,7.15,2,17,M,16.2,16,0.02127
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,20.1,20,0.01924
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,16.2,16,0.01632
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,24.1,24,0.01327
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,24.2,24,0.0117
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,24.2,24,0.01585
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,20.1,20,0.01142
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,20.1,20,0.00743
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,20.1,20,0.01155
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,20.2,20,0.01658
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,20.2,20,0.01983
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,24.2,24,0.01649
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,16.1,16,0.01146
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,16.1,16,0.01068
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,16.2,16,0.01253
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,F,16.2,16,0.00779
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,16.1,16,0.01791
G6xG17,G,56.81,18.1,13.4,3.7,7.15,6,17,M,16.2,16,0.02069
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,24.1,24,0.00904
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,24.1,24,0.01025
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,24.1,24,0.01042
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,20.2,20,0.01062
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,20.2,20,0.01047
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,M,24.1,24,0.01733
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,16.1,16,0.01191
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,16.1,16,0.01174
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,16.2,16,0.01215
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,F,20.1,20,0.00698
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,M,16.1,16,0.02044
G8xG10,G,56.81,18.1,13.4,3.7,7.15,8,10,M,16.1,16,0.02315
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,24.2,24,0.01069
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,24.2,24,0.01227
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,24.1,24,0.0131
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,24.2,24,0.01191
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,24.1,24,0.01823
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,24.1,24,0.01399
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,24.2,24,0.01145
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,24.2,24,0.01299
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,24.2,24,0.0155
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,20.1,20,0.01682
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,20.1,20,0.01954
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,16.2,16,0.02385
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,F,16.1,16,0.01262
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,16.1,16,0.02525
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,16.1,16,0.02649
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,16.1,16,0.02327
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,16.2,16,0.02358
H11xH14,H,55.45,18.1,13.65,4.4,7.85,11,14,M,16.1,16,0.02016
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,24.1,24,0.01122
H11XH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,24.1,24,0.01426
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,24.2,24,0.01182
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,24.2,24,0.01979
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,24.1,24,0.01769
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,20.1,20,0.00859
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,20.1,20,0.0124
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,20.1,20,0.01706
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,20.2,20,0.01547
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,16.1,16,0.01366
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,16.1,16,0.01349
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,16.1,16,0.01523
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,16.2,16,0.01253
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,16.2,16,0.01127
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,16.1,16,0.01784
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,16.1,16,0.01977
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,20.2,20,0.01792
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,20.2,20,0.01172
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,16.1,16,0.01376
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,M,16.2,16,0.01506
H11xH16,H,55.45,18.1,13.65,4.4,7.85,11,16,F,16.2,16,0.00992
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,24.2,24,0.0127
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,24.2,24,0.01985
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,24.2,24,0.0153
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,20.1,20,0.01928
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,20.1,20,0.02093
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,20.1,20,0.02537
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,20.2,20,0.01237
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,20.2,20,0.0213
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,20.2,20,0.02632
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,20.1,20,0.01256
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,16.2,16,0.01559
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,20.2,20,0.02244
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.1,16,0.02868
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.1,16,0.03064
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,16.2,16,0.01516
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.2,16,0.03117
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.2,16,0.03157
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.2,16,0.0291
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.2,16,0.03036
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,16.2,16,0.01512
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.2,16,0.02574
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,16.1,16,0.01653
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.1,16,0.02567
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,F,16.1,16,0.01455
H11xH4,H,55.45,18.1,13.65,4.4,7.85,11,4,M,16.1,16,0.02253
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,24.2,24,0.01172
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,24.2,24,0.0136
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,24.2,24,0.01364
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,24.2,24,0.01194
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,20.1,20,0.01545
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,20.1,20,0.01614
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,20.2,20,0.01178
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,20.2,20,0.01976
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,20.1,20,0.00832
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,20.2,20,0.01301
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,20.2,20,0.01195
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,20.2,20,0.02049
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,20.2,20,0.01808
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,16.2,16,0.01481
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,16.2,16,0.01007
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,16.2,16,0.01511
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,16.1,16,0.01607
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,16.2,16,0.01294
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,F,16.2,16,0.01248
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,16.1,16,0.01689
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,16.1,16,0.02455
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,16.2,16,0.02745
H11xH8,H,55.45,18.1,13.65,4.4,7.85,11,8,M,16.2,16,0.02431
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,6,M,24.2,24,0.01155
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,6,F,16.1,16,0.01232
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,6,M,16.2,16,0.01966
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,6,F,16.2,16,0.01308
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,8,M,16.2,16,0.02001
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,8,M,16.2,16,0.01564
H14xH6,H,55.45,18.1,13.65,4.4,7.85,14,6,M,16.2,16,0.01971
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,F,24.1,24,0.0094
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,F,24.1,24,0.01005
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,M,24.1,24,0.01824
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,M,24.2,24,0.01547
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,F,24.2,24,0.01005
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,M,24.2,24,0.0124
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,M,20.1,20,0.01684
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,M,20.1,20,0.01768
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,1,M,20.2,20,0.00833
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,1,F,20.2,20,0.00601
H15xH11,H,55.45,18.1,13.65,4.4,7.85,15,11,F,16.2,16,0.00995
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,24.1,24,0.0144
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,24.2,24,0.01073
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,24.2,24,0.01213
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,16.2,16,0.01139
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,20.1,20,0.00795
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,20.1,20,0.01542
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,20.1,20,0.01702
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,20.1,20,0.01059
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,20.2,20,0.00848
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,16.1,16,0.01172
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,16.1,16,0.01491
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,16.2,16,0.01165
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,16.1,16,0.01389
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,16.1,16,0.01528
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,F,16.2,16,0.01321
H16xH6,H,55.45,18.1,13.65,4.4,7.85,16,6,M,16.2,16,0.01924
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,F,24.1,24,0.0094
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,24.2,24,0.02009
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,F,16.1,16,0.01239
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,F,16.1,16,0.01301
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,20.1,20,0.01972
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,20.1,20,0.01913
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,20.2,20,0.01944
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,20.2,20,0.0188
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,F,20.2,20,0.00985
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.2,16,0.01368
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,F,16.2,16,0.01279
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,11,F,16.2,16,0.01163
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.1,16,0.01794
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.2,16,0.0219
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.2,16,0.01872
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.2,16,0.03
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.1,16,0.02415
H1xH14,H,55.45,18.1,13.65,4.4,7.85,1,14,M,16.2,16,0.02391
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.1,24,0.01231
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.1,24,0.0111
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.2,24,0.00851
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.2,24,0.01176
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.2,24,0.01274
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.1,24,0.0129
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.1,24,0.01688
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.1,24,0.01439
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.1,24,0.01858
H1XH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.1,24,0.01676
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.2,24,0.02065
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,24.2,24,0.01683
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.2,24,0.01898
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.2,24,0.01983
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,24.2,24,0.01624
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,20.1,20,0.02265
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,20.2,20,0.02321
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,20.2,20,0.02374
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,20.2,20,0.02021
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,16.2,16,0.01144
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,16.2,16,0.01206
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,16.1,16,0.01275
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,F,16.1,16,0.01491
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.2,16,0.01704
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.2,16,0.01509
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.2,16,0.02589
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.1,16,0.02523
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.1,16,0.02694
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.1,16,0.02362
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.1,16,0.02372
H1xH16,H,55.45,18.1,13.65,4.4,7.85,1,16,M,16.2,16,0.02448
H1xH2,H,55.45,18.1,13.65,4.4,7.85,1,2,M,20.2,20,0.01643
H1xH2,H,55.45,18.1,13.65,4.4,7.85,1,2,M,20.2,20,0.01719
H1xH2,H,55.45,18.1,13.65,4.4,7.85,1,2,M,20.2,20,0.02054
H1xH4,H,55.45,18.1,13.65,4.4,7.85,1,4,F,24.1,24,0.01242
H1xH4,H,55.45,18.1,13.65,4.4,7.85,1,4,F,24.1,24,0.01478
H1xH4,H,55.45,18.1,13.65,4.4,7.85,1,4,F,24.1,24,0.01567
H1xH4,H,55.45,18.1,13.65,4.4,7.85,1,4,F,16.2,16,0.01831
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,24.1,24,0.01474
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,F,24.1,24,0.0095
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,F,24.2,24,0.01064
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,24.2,24,0.02056
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,F,24.2,24,0.01237
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,20.2,20,0.02795
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,20.2,20,0.0232
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,20.2,20,0.02195
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,16.2,16,0.01113
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,20.1,20,0.01906
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,16.1,16,0.01898
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,F,16.1,16,0.01542
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,F,20.2,20,0.00923
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,16.2,16,0.02744
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,16.2,16,0.02278
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,16.2,16,0.02559
H1xH5,H,55.45,18.1,13.65,4.4,7.85,1,5,M,16.2,16,0.0221
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,6,F,24.2,24,0.00781
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,M,24.1,24,0.01185
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,F,24.1,24,0.01183
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,F,24.2,24,0.0097
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,F,24.2,24,0.00947
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,F,16.2,16,0.01196
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,F,16.1,16,0.01253
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,F,16.1,16,0.01316
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,M,16.1,16,0.02557
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,M,16.1,16,0.0215
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,8,M,16.1,16,0.02072
H1xH8,H,55.45,18.1,13.65,4.4,7.85,1,6,M,20.1,20,0.01268
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,24.1,24,0.0081
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,24.1,24,0.01028
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,24.1,24,0.00532
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,24.2,24,0.00948
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,24.1,24,0.0078
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,24.1,24,0.00602
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,24.1,24,0.00184
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,24.2,24,0.01126
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,24.2,24,0.01195
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,24.2,24,0.01016
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,16.1,16,0.01133
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,16.1,16,0.01219
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,16.1,16,0.01455
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,16.1,16,0.00999
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,16.2,16,0.01088
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,F,16.2,16,0.01156
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,16.1,16,0.01717
H2xH1,H,55.45,18.1,13.65,4.4,7.85,2,1,M,16.1,16,0.01733
